location,image_description,text,translated_text,id
Top,A cartoon of a green fish character from SpongeBob SquarePants looking disappointed.,IT TOOK ME 5 MINUTES TO WRITE THAT TEXT,IT TOOK ME 5 MINUTES TO WRITE THAT TEXT,Hindi_image_1246.jpg
Bottom,"The same green fish character from SpongeBob SquarePants is shown looking annoyed. Next to him, to his left, is a character that looks like a starfish. To his right are other fish characters.","AND ALL YOU SAY IS ""K""","AND ALL YOU SAY IS ""K""",Hindi_image_1246.jpg
Top,Black and white image with Hindi text and a portrait of a man with a beard on the right side.,"डर डर के क्या जी रहा
परिंदे,
माँ तेरी जब चुदनी होगी
वैसे भी चूद जाएगी...","Why are you living in fear, 
O bird, 
Your mother will be fucked anyway, 
It will happen when it happens...",Hindi_image_1520.jpg
Top,"A WhatsApp chat conversation, the first message is a question asking how a fake ID is working.",Bhai tera fake Id kaise chal rahi hai?,"Brother, how is your fake ID working?",Hindi_image_1534.jpg
Middle,"A WhatsApp chat conversation, the second message states that the sender has stopped using fake IDs for girls.",Bhai mene ladkiyo ki fake ld bandh kardi,"Brother, I have stopped using fake IDs for girls",Hindi_image_1534.jpg
Middle,"A WhatsApp chat conversation, the third message asks why.",Kyu bhai ?,Why brother?,Hindi_image_1534.jpg
Middle,"A WhatsApp chat conversation, the fourth message details a romantic involvement with a girl via a fake ID, and then the confession of being a boy.","Bhai 1 ladki se baat ho rahi thi kaafi waqt se,aur mujhe usse pyaar hogaya tha phir mene usse bataya ki mein ladka hu","Brother, I was talking to a girl for a long time, and I fell in love with her, then I told her that I am a boy",Hindi_image_1534.jpg
Middle,"A WhatsApp chat conversation, the fifth message asks what happened next.",Phir kya hua bhai ??,Then what happened brother??,Hindi_image_1534.jpg
Middle,"A WhatsApp chat conversation, the sixth message reveals that the girl was also a boy.",Pata chala woh bhi ladka hai,It turned out that she was also a boy,Hindi_image_1534.jpg
Bottom,"A WhatsApp chat conversation, the last message expresses disbelief and laughter.",Are bc😂😂😂😂😂,Oh bc,Hindi_image_1534.jpg
Top,Screenshot of a tweet with profile picture and username.,"Kishan Jhununwala
@djoriginal
Salman bhai - Mujhe meri next
movie me 5-6 shirtless scene
chahiye, 400-500 cars udefi, aur
movie Eid p release honi chahiye.
Writers- Okay bhai. Aur Story?","Salman bhai - I want 5-6 shirtless scenes in my next movie, 400-500 cars flying, and the movie should be released on Eid.
Writers- Okay brother. And Story?",Hindi_image_771.jpg
Middle,Text indicating a response from 'Sallu bhai'.,Sallu bhai-,Sallu bhai-,Hindi_image_771.jpg
Bottom,"A man, likely a celebrity, with a loud expression and his hands raised, with text below him.",MAA CHUDAYE,Mother should sleep,Hindi_image_771.jpg
Top,"Text stating ""@harshastic""",@harshastic,@harshastic,Hindi_image_759.jpg
Top text,"Text stating ""*Me as a teacher *""",*Me as a teacher *,*Me as a teacher *,Hindi_image_759.jpg
Middle text 1,Text depicting a student's excuse for not doing homework.,"Student : ""Sir Kal tabiyat kharab ho gayi thi so homework nhi Kar paya.""","Student: ""Sir, I was unwell yesterday, so I couldn't do the homework.""",Hindi_image_759.jpg
Middle text 2,Text depicting a teacher's retort to the student's excuse.,"Me:"" Abe lodu Kal raat 2 baje tak jis Pooja s baat Kar Raha Tha wo Mai hi hu.""","Me: ""Hey idiot, the person who was talking to Pooja until 2 AM yesterday was me.""",Hindi_image_759.jpg
Top,A man in a white cap and glasses is smiling and raising his right hand.,HO GAYA TERA?,Are you done?,Hindi_image_1508.jpg
Bottom,"The same man from the top is smiling and raising his hand, with text below.",AB NIKAL YAHA SE..,Now get out of here..,Hindi_image_1508.jpg
screen,"A close-up shot of a person holding a damaged, old-fashioned mobile phone. The phone's screen displays text in Hindi, and the keypad is partially exposed.",Jan kia kar rahi ho!,"What are you doing, darling!",Hindi_image_1093.jpg
Top,"The text is written in white on a red background. The text says ""Now tell me what is my fault in this..""",अब इसमें मेरी कहाँ गलती है बताओ..,Now tell me what is my fault in this..,Hindi_image_32.jpg
Middle,"A slice of watermelon is shown on the left. The text says ""Tell the watermelon seller.."", and below it says ""Show by making it a little wider.. Is it red inside? Want to see..""","तरबूज़ वाली को बोला....
थोड़ी चौड़ी करके दिखाओ...
अंदर से लाल है क्या ?
देखना है..","Tell the watermelon seller....
Show by making it a little wider..
Is it red inside?
Want to see..",Hindi_image_32.jpg
Bottom,"The text at the bottom says ""The sister fucker threw the watermelon."". It is followed by five emojis, the first four showing angry faces and the last one showing a laughing face.",तरबूज फेक के मारा भैन की लौड़ी ने 😡😡😡😡😂,The sister fucker threw the watermelon.,Hindi_image_32.jpg
top left,"A man with a hat, glasses, and a beard talking on a phone.",PAR Maak,PAR Maak,Hindi_image_1044.jpg
top right,A man with sunglasses on his face.,,,Hindi_image_1044.jpg
bottom left,A man with a mustache and beard.,,,Hindi_image_1044.jpg
bottom right,A man wearing a white shirt.,"Angry Master 
Part 10","Angry Master 
Part 10",Hindi_image_1044.jpg
Top,"Several cartoon characters, including Shrek, Kermit the Frog, Hulk, Teenage Mutant Ninja Turtles, and a character resembling Yoda, are standing in a gym.",हाँ भाई! तू तो नए साल के पावन अवसर पर Gym Join करने वाला था ?,Yes brother! You were going to join the gym on the auspicious occasion of New Year?,Hindi_image_567.jpg
Bottom center,The meme has a watermark at the bottom center with text.,MUSCLEBALI ISHQ NAHI DEADLIFT KARO,MUSCLEBALI LOVE IS NOT DEADLIFT,Hindi_image_567.jpg
Top,"Text in Hindi language in three lines, depicting a conversation between a woman and a doctor.","औरत : डॉ. साहब मेरे पति का ल*ड
बहोत लंबा है, डालते है तो कलेजे को
लगता है.","Woman: Doctor, my husband's penis is very long, when he inserts it, it hurts my heart.",Hindi_image_26.jpg
Middle,Text in Hindi language depicting the doctor's question.,डॉ. : तो क्या ल*ड कटवाना ह ??,Doctor: So do you want to cut his penis??,Hindi_image_26.jpg
Bottom,"Text in Hindi language depicting the woman's reply, followed by a row of laughing emojis.","औरत : नही जी.

कलेजा उपर हो सकता है क्या?","Woman: No sir.

Can the heart move upwards?",Hindi_image_26.jpg
bottom,"A green, alien-like creature with large, wrinkled eyelids and small ears sits amidst a dark, forested landscape. The creature appears to be in a state of exhaustion or contemplation. White text is overlaid on the bottom of the image.","मे चुप रहू उसी मे
मेरी भलाई है",It is in my well-being that I remain silent,Hindi_image_215.jpg
Top,A can of chips spilling out a long line of chips stacked against each other.,इसी बात पे चिप्स खा,"On this matter, eat chips",Hindi_image_2217.jpg
top left,Captain America looking to the right,Mera Bucky,My Bucky,Hindi_image_1078.jpg
top right,Bucky Barnes looking to the left,,,Hindi_image_1078.jpg
bottom left,Thor on a horse looking forward,Mera Ghoda,My Horse,Hindi_image_1078.jpg
bottom right,Iron Man smiling and looking forward,Jo Na nache Behan Ka loda,"Whoever doesn't dance, Sister's dick",Hindi_image_1078.jpg
Top section,"Two men are posing for a picture, with one of them smiling broadly. The man on the right has a beard and is wearing a black leather jacket over a plaid shirt. The man on the left is wearing a black hoodie with some text and graphics on it. There is a watermark in the top right corner that says ""CHUTIYAPA"".",elivsh_yadav Ek Ghar Mai Bartan Hote Hai Bajega toa sahi. Bhaichara On Top,"elivsh_yadav, utensils are present in a house. Will be played. Brotherhood on top",Hindi_image_2202.jpg
Bottom section,"Three men are in a room. Two men in the foreground are looking at each other with expressions of concern. The man on the left is wearing an orange shirt, and the man in the middle is wearing a black t-shirt and a gold chain. A third man in glasses is standing in the background, looking towards the other two.",Bhai ye lafda toh suru hote hi khatam hogaya,"Brother, this matter ended as soon as it started.",Hindi_image_2202.jpg
Top,"The word ""GIRL"" is written in large red letters on a black background.",GIRL,GIRL,Hindi_image_1079.jpg
Middle,"The letters G, I, R, L are stacked vertically in red on a black background, each followed by a dash and a white word.","G - Ghost
I - In
R - Real
L - Life","G - Ghost
I - In
R - Real
L - Life",Hindi_image_1079.jpg
Top Left,A cartoon man holding a baby in a hospital bed with a woman looking on.,bolo bencho !,bolo bencho !,Hindi_image_1723.jpg
Top Right,"A cartoon man holding a baby, looking happy.",,,Hindi_image_1723.jpg
Bottom Left,Close-up of a cartoon baby with its mouth open.,oh yeah !,oh yeah !,Hindi_image_1723.jpg
Bottom Right,"A cartoon baby in a box next to a trash can, with a man's face superimposed below.",dushman na kre dost ne vo kaam kiya h,what friends do that enemies don't,Hindi_image_1723.jpg
Top,"Tony Stark looks with concern at someone off-screen, with blurred figures in the background.",Maal laya?,Did you bring the goods?,Hindi_image_200.jpg
Middle,"Captain America stands in front of a machine gun mounted on a vehicle, looking serious.",Tu rokda laya ?,Did you bring the cash?,Hindi_image_200.jpg
Bottom,"Tony Stark holds a briefcase and a bouquet of flowers, looking confused and a bit annoyed.",Ye kya bag bhar kay laya hoon.,What is this bag full I brought?,Hindi_image_200.jpg
Top,"A close-up portrait of Black Widow from Marvel Cinematic Universe, with her signature red hair and black tactical suit. She looks serious.",Bsdiwaala,Bastard,Hindi_image_1045.jpg
Bottom,"A close-up portrait of Black Widow from Marvel Cinematic Universe, with her signature red hair and black tactical suit. She looks serious.",Mari to mai,I will kill,Hindi_image_1045.jpg
top,A man is looking directly at the camera with a serious expression. Text is overlayed on the image.,My friend,My friend,Hindi_image_1910.jpg
top image,A man looking at the camera with a serious expression.,Bhai Mia Khalifa ka naya Video dekha. Kya Maal lag Rhi thi,"Brother, saw Mia Khalifa's new video. What a stunner she was",Hindi_image_1910.jpg
bottom,"A woman in traditional Indian attire is smiling and looking forward, with other people blurred in the background.",Me,Me,Hindi_image_1910.jpg
bottom image,"A woman in traditional Indian attire is smiling and looking forward, surrounded by other women.",Mutthal ore Mutthal Kaha se aya hai re Tu,"You bra, you bra, where did you come from",Hindi_image_1910.jpg
top image,"Captain America holding Thor's hammer, Mjolnir, with a determined expression in a battle scene.",,,Hindi_image_1092.jpg
bottom image,"A man standing on a stage with a microphone, gesturing with his hands while speaking.","Moment hai bhai, Moment hai.","It's a moment, brother, it's a moment.",Hindi_image_1092.jpg
Top text,The top of the image shows a Facebook reply section. The text indicates 'Replies' and displays the time '11:17 PM'.,11:17 PM ... 0.00KB/s 4G 36%,11:17 PM ... 0.00KB/s 4G 36%,Hindi_image_1086.jpg
Mukesh Ambani's comment,A profile picture of Mukesh Ambani is shown next to his comment. The comment is in a white speech bubble.,"Mukesh Ambani
Only love react if you are jio user","Mukesh Ambani
Only love react if you are jio user",Hindi_image_1086.jpg
Jio logo,"A large, red circular logo with the word 'Jio' in white font is displayed.",,,Hindi_image_1086.jpg
Like and Reply,"Below the Jio logo, there are options to 'Like' and 'Reply', with '5h' indicating the time posted. There's also a heart icon with '16' next to it, indicating likes.",5h Like Reply,5h Like Reply,Hindi_image_1086.jpg
Vijay Thakur's comment,A profile picture of Virat Kohli is shown next to Vijay Thakur's comment. The comment is in a white speech bubble.,"Vijay Thakur
Mukesh Ambani Abe Bsdk
network nahi aata thik se.
Jaldi theek karwa","Vijay Thakur
Mukesh Ambani you idiot
network is not coming properly.
Fix it quickly",Hindi_image_1086.jpg
Vijay Thakur's comment options,"Below Vijay Thakur's comment, there are options to 'Like' and 'Reply', with '2h' indicating the time posted. There's a laughing emoji with '1' next to it.",2h Like Reply,2h Like Reply,Hindi_image_1086.jpg
Mukesh Ambani's second comment,Mukesh Ambani's profile picture is shown again next to his second comment. The comment is in a white speech bubble.,"Mukesh Ambani
To idea le na, Me khud idea
use krta hu","Mukesh Ambani
Don't take idea, I myself use
idea",Hindi_image_1086.jpg
Mukesh Ambani's second comment options,"Below Mukesh Ambani's second comment, there are options to 'Haha' and 'Reply', with '2h' indicating the time posted. There's a laughing emoji with '3' next to it.",2h Haha Reply,2h Haha Reply,Hindi_image_1086.jpg
Bottom input bar,"The bottom of the screen shows an input bar for writing a reply, with icons for a camera, GIF, and emoji.",Write a reply...,Write a reply...,Hindi_image_1086.jpg
Top part,A young boy is looking sideways and smiling at his mother.,Mummy aap raat ko kabootar ko dana khilati hain kya,"Mom, do you feed the pigeons at night?",Hindi_image_2000.jpg
Middle part,A mother is smiling and looking at her son.,Nahi to.....!!,No...!!,Hindi_image_2000.jpg
Bottom part,A young boy is looking surprised and pointing.,To phir aap roj raat ko aa aa aah kyu karti ho,Then why do you do 'aa aa aah' every night?,Hindi_image_2000.jpg
Top right corner,"Text in red box saying ""Unofficial Titu Mama""",Unofficial Titu Mama,Unofficial Titu Mama,Hindi_image_2014.jpg
Bottom center,A man in an orange shirt addressing a crowd. Text overlay at the bottom.,"Wo Chota Bheem Dekhne Kai baad, Gyan Chodna Zaroori Hai Kya","After watching that Chota Bheem, is it necessary to give unsolicited advice?",Hindi_image_2014.jpg
center,Text in Hindi on a black background.,पुरुष मोह ही नर्क का द्वार है,Attachment to men is the door to hell.,Hindi_image_1247.jpg
top image,"A man looking intently, likely in a historical drama.",SACCHA DOST KAUN HAI?,Who is a true friend?,Hindi_image_764.jpg
middle image,"A woman in traditional Indian attire, looking serious.","JO TRUTH & DARE ME
CRUSH SE PROPOSE KARWAYE",The one who makes me propose to my crush through Truth & Dare.,Hindi_image_764.jpg
bottom image,"A man with a surprised and intense expression, his eyes wide open.",ADBHUT,Amazing,Hindi_image_764.jpg
Top,A woman stands on a scooter with a man riding behind her.,Yeh hai aam zindagi,This is an ordinary life,Hindi_image_1521.jpg
Bottom,A couple is hugging each other inside a car.,Yeh hai mentos zindagi,This is a mentos life,Hindi_image_1521.jpg
Top,The top part of the image contains text about Meghna Srivastava topping the 2018 CBSE results.,"MEGHNA SRIVASTAV TOPPED
2018 CBSE RESULTS WITH 99.8%
(499/500 MARKS)","MEGHNA SRIVASTAV TOPPED
2018 CBSE RESULTS WITH 99.8%
(499/500 MARKS)",Hindi_image_943.jpg
Middle,A portrait of a smiling young woman with traditional Indian earrings.,DHIYAAN SE DEKHO,LOOK CAREFULLY,Hindi_image_943.jpg
Bottom,"A close-up of a man with a prominent mustache, looking intensely at the camera.","Titu Mama
ISKI WAJAH SE TUMHARA BAAP TUMKO 70%
LAANE KAAL BAAD BH'JOOTE MAAREGA","Titu Mama
Because of this, your father will beat you with shoes even after getting 70%",Hindi_image_943.jpg
middle right,"A man with a mustache and beard, wearing a light pink shirt, looking towards the left. The background is black. Text is overlaid on the right side of the image.","Sapna Wo Nahi
Jo sote waqt dekha jaaye
Sapna Wo he
Jo Raat Ko tumhe Sone Na de.
-Titu Mama","A dream is not that which is seen while sleeping.
A dream is that which does not let you sleep at night.
-Titu Mama",Hindi_image_1284.jpg
Top,"The text reads ""YE LOG KONSI DISH COOK"". Below the text, a group of people, mostly men in chef's uniforms, are gathered around a table in a professional kitchen. A woman with glasses and a low-cut top is in the center of the group.",YE LOG KONSI DISH COOK,What dish do these people cook,Hindi_image_2160.jpg
Center,"A group of people, mostly men in chef's uniforms, are gathered around a table in a professional kitchen. A woman with glasses and a low-cut top is in the center of the group. There are plates and bowls on the table.",FB@BAKCHODMASTI,FB@BAKCHODMASTI,Hindi_image_2160.jpg
Bottom,"The text reads ""KARANE JA RAHE HAI"".",KARANE JA RAHE HAI,Going to do,Hindi_image_2160.jpg
Center,A muscular man in gym attire is performing lat pulldowns on a weight machine. He is sweating and looking directly at the camera.,"Madam ji अगर आप चाहो, तो मैं आपको 'Personal Training' दे सकता हूँ","Madam ji, if you wish, I can give you 'Personal Training'",Hindi_image_604.jpg
Bottom Center,A logo with the text 'MUSCLEBALI' and a tagline 'ISHQ NAHI DEADLIFT KARO'.,"MUSCLEBALI
ISHQ NAHI DEADLIFT KARO","MUSCLEBALI
DON'T LOVE, DEADLIFT",Hindi_image_604.jpg
Top right,A portrait of Mahatma Gandhi with text overlay,mujhe dhoti utarne par majboor mat karo,Do not force me to take off my dhoti,Hindi_image_1327.jpg
Bottom right,Text below Mahatma Gandhi's portrait,Mahatma Gandhi #_hardcore,Mahatma Gandhi #_hardcore,Hindi_image_1327.jpg
left paper,A yellow paper with text written on it.,"LIKE
WHEN
YOU
FIND
THE
MISTAKE","LIKE
WHEN
YOU
FIND
THE
MISTAKE",Hindi_image_1455.jpg
right paper,"A blue paper with a grid of numbers from 1 to 9, with the word ""You"" written in the center.","1
4
7
2
You
8
3
6
9","1
4
7
2
You
8
3
6
9",Hindi_image_1455.jpg
middle,"A woman's back is shown, wearing a saree. Text is superimposed on her back.","जिंदा रहोगे तो
आगे का हिस्सा भी
देखने मिलेगा, घर पे
रहो, सलामत रहो.","If you stay alive,
you will get to see the
next part, stay home,
stay safe.",Hindi_image_176.jpg
Top,"A profile picture of a man with a beard and a short mustache. Below it, the name NITIN and the Twitter handle @theNitinWalke.","NITIN
@theNitinWalke","NITIN
@theNitinWalke",Hindi_image_823.jpg
Top text,"Text that says ""When Relatives are about to leave..""",When Relatives are about to leave..,When Relatives are about to leave..,Hindi_image_823.jpg
Bottom part,"A meme featuring three men. The man in the center is looking forward with a slightly confused expression, holding a small blue object. The man on the left is holding a knife, with a determined look. The man on the right is looking towards the left with a neutral expression.",Maal kidhar h,Where is the stuff,Hindi_image_823.jpg
Top,A man in a denim jacket is shown holding a sanitizer bottle and dispensing sanitizer into his palm. He is surrounded by many mobile phones arranged on a table.,Guruji Ne To Sanitizer Laga Kar Tiktok Ko Uninstall Maar Diya,Guruji installed TikTok after applying sanitizer,Hindi_image_1482.jpg
Middle Left,A hand holds a smartphone displaying a screen with the TikTok logo and a message. The phone is placed among other smartphones.,tiktok,tiktok,Hindi_image_1482.jpg
Middle Right,A hand holds a smartphone displaying a home screen with several app icons and the time '2:02'. Other smartphones are visible on the table.,,,Hindi_image_1482.jpg
Bottom,A black bar at the bottom of the image contains text and emojis. The text is 'Keh Ke Leli' followed by laughing emojis and fire emojis.,Keh Ke Leli,He took it,Hindi_image_1482.jpg
Top,"Text that says ""MIA KHALIFA GOT ENGAGED""",MIA KHALIFA GOT ENGAGED,MIA KHALIFA GOT ENGAGED,Hindi_image_1496.jpg
Middle,"A two-part image showing Mia Khalifa with her fiance. In the left panel, they are standing together, smiling. In the right panel, she is sitting on his lap, smiling and looking at him.",,,Hindi_image_1496.jpg
Bottom,"Text that says ""SADDEST NEWS ON INTERNET TODAY""",SADDEST NEWS ON INTERNET TODAY,SADDEST NEWS ON INTERNET TODAY,Hindi_image_1496.jpg
Top,"A baby is smiling mischievously in a checkered shirt, with a blurry outdoor background.",CHUTIYA BANAYA!!,Made a fool!!,Hindi_image_2376.jpg
Bottom,"A baby is smiling mischievously in a checkered shirt, with a blurry outdoor background.",BADA MAZAA AAYA!!,Had a lot of fun!!,Hindi_image_2376.jpg
Top,"A person's face, possibly a child, with text overlayed.",Esa banda pactaa liya hai jiske aagein mai hi red flag lagti hu,Found such a person that in front of whom I seem like a red flag.,Hindi_image_348.jpg
Middle,"A close-up of a child's face, looking distressed.",(Ab kalesh kese kru),(How do I create drama now?),Hindi_image_348.jpg
Bottom left,A watermark or username on the image.,@llamethoughts_,@llamethoughts_,Hindi_image_348.jpg
Top,The meme text is overlayed on the top of the image.,EVERY CHUTIYA THAT OWN A SLR,EVERY IDIOT THAT OWNS A SLR,Hindi_image_2362.jpg
Middle,A man wearing a checkered shirt is holding a DSLR camera and looking through the viewfinder.,,,Hindi_image_2362.jpg
Bottom,The meme text is overlayed on the bottom of the image.,HAS THIS TYPE OF PICTURE,HAS THIS TYPE OF PICTURE,Hindi_image_2362.jpg
Top Left,"Two men are looking at each other, one is older than the other.",,,Hindi_image_1125.jpg
Top Right,"A man with short brown hair, looking directly at the camera.",Show me best teacher,Show me best teacher,Hindi_image_1125.jpg
Middle Left,"A man with short brown hair, looking directly at the camera.",,,Hindi_image_1125.jpg
Middle Right,"A man with short brown hair, looking directly at the camera.",I said the best,I said the best,Hindi_image_1125.jpg
Bottom Left,A newspaper clipping titled 'SK CLASSES' with an advertisement for Kuldip Sir.,"Kuldip Sir ऐसे पढ़ाते हैं कि गण्गी को भी सब याद

रहा था।",Kuldip Sir teaches in such a way that even Gangi remembered everything.,Hindi_image_1125.jpg
Bottom Right,"A man with short brown hair, looking directly at the camera.",,,Hindi_image_1125.jpg
Top Left,Nobita looking exasperated and gesturing towards the viewer.,DORAEMON SAB MERI MAARTE HAI TU KUCH KAR,"Doraemon, everyone beats me up. You do something.",Hindi_image_406.jpg
Top Right,"Doraemon looking down at Nobita, who is on his knees and looking pleadingly at Doraemon.",RUK EK GADGET HAI,"Wait, there is a gadget.",Hindi_image_406.jpg
Bottom Left,"A close-up of Doraemon's gadget, which appears to be a tube-like device with a lens.",DORA DILDO ISKO DAL LE,"Dora Dildo, put this in.",Hindi_image_406.jpg
Bottom Right,Nobita crying with his face distorted in anger and frustration.,TU BAHUT HARAMI HAI DORAEMON,"You are very mischievous, Doraemon.",Hindi_image_406.jpg
image,"A white car is decorated with many packets of snacks and chips, including flowers on the dashboard and roof. The front of the car is covered with rows of colorful snack packets. In the bottom left corner, there is a cartoonish caricature of a man laughing heartily with his mouth wide open and eyes squinted.",लगता है किसी चटोरे की शादी है।,It seems like a wedding of a foodie.,Hindi_image_1657.jpg
Top,"A labrador dog wearing headphones, with text written in Hindi above it.",इतना मानसिक,So much mental,Hindi_image_1131.jpg
Bottom,"A labrador dog wearing headphones, with text written in Hindi and English below it.",तनाव bc,Stress bc,Hindi_image_1131.jpg
Top,"Text on the top of the image, dark blue background.",TELL HIM YOU'RE NOT FROM DELHI,TELL HIM YOU'RE NOT FROM DELHI,Hindi_image_2389.jpg
Middle,"Close-up of a young man wearing aviator sunglasses, reflecting an airport or airplane in the lenses. He has short dark hair and is looking slightly to the left.",,,Hindi_image_2389.jpg
Bottom,"Text on the bottom of the image, dark blue background.","""CHUTIYA HE KYA?""","""ARE YOU AN IDIOT?""",Hindi_image_2389.jpg
Top,Text at the top of the meme in white and red.,"Kya din aa gaye hain.
Harmonium bajane wale ladki bajane lage","What days have come.
Those who used to play the harmonium, girls have started playing",Hindi_image_1680.jpg
Top left image,"Anup Jalota, a singer, is seen playing a harmonium on a stage with '92.7 BIG FM' banners in the background.","ANUP JALOTA
GEETANJALI
92.7 BIG FM
SONU SONG, LIFE BHARAT","ANUP JALOTA
GEETANJALI
92.7 BIG FM
SONU SONG, LIFE BHARAT",Hindi_image_1680.jpg
Top right image,Jasleen Kaur and Anup Jalota are posing for a picture.,,,Hindi_image_1680.jpg
Bottom left image,Emraan Hashmi and Surveen Chawla are looking at each other.,,,Hindi_image_1680.jpg
Bottom right image,Anup Jalota is seen playing a harmonium.,,,Hindi_image_1680.jpg
Bottom,Text at the bottom of the meme in blue.,Aur ladki bajane wale harmonium.,And girls have started playing harmonium.,Hindi_image_1680.jpg
Top panel,A woman with curly hair looks questioningly at a man in a blue shirt.,Kya karte ho ?,What are you doing?,Hindi_image_1858.jpg
Middle panel,A man with a beard and a woman with curly hair are in the background. The man is looking at the woman.,Civil Engineer hu,I am a Civil Engineer,Hindi_image_1858.jpg
Bottom panel,A woman with curly hair smiles slyly at a man in a blue shirt.,300 Rs. dehadi par kaami karte ho na,"You work for 300 Rs. daily, don't you",Hindi_image_1858.jpg
Top,A man with a mustache and dark hair wearing a white shirt and tie.,JEE Crack karne jaa raha tha Boards me hi fail ho gaya,I was going to crack JEE but failed in boards itself,Hindi_image_1694.jpg
Center,A girl in a classroom looking back and smiling.,"बस यही वो ख़तरनाक नज़र है जो ना जाने कितने का भविष्य ख़राब कर देती हैं. कुछ गुमनाम शायर बनते है, कुछ बेवड़े और कुछ बाबा 😅😂😋","This is that dangerous glance which ruins the future of unknown people. Some become anonymous poets, some drunkards and some saints 😅😂😋",Hindi_image_1682.jpg
Top,"A man wearing glasses and a shirt is speaking in front of a blackboard with the word ""MACHI"" written on it. The text on the image is in English.",What is love ?,What is love ?,Hindi_image_1872.jpg
Middle,"A close-up shot of a man's face, with the lower part of another man's face visible in the foreground. The text is in Hindi and English.",Sir 'L' ko pakad kar 'O' ko dabe ke 'V' me dalne par jab 'E'... ki avaj ati hai to use love kehete hain...,"Sir, when 'L' is caught and put into 'O' by pressing 'V'... and the sound of 'E' comes, then it is called love...",Hindi_image_1872.jpg
Bottom,"A man wearing glasses and a shirt is speaking in front of a blackboard with the word ""MACHI"" written on it, similar to the top image. The text is in Hindi.",Bhag bhosadi ke love ki paribhasa hi badal di madarc*d ne.,The meaning of love has been changed by that son of a b*tch.,Hindi_image_1872.jpg
Top,"The top part of the meme shows text in white letters against a dark blue background. The text reads ""Dil nahi kar raha"" is actually a valid reason. Below this text, in smaller yellow font, is the handle ""@lamethoughts.""","""Dil nahi kar raha"" is actually a valid reason
@lamethoughts_","""Dil nahi kar raha"" is actually a valid reason
@lamethoughts_",Hindi_image_389.jpg
Bottom,"The bottom part of the meme features a cartoon image of Jerry the mouse from Tom and Jerry. Jerry is depicted looking sad and dejected, with his head resting on his hands and his eyes half-closed. He is sitting on a blue surface.",,,Hindi_image_389.jpg
Center,"A man with glasses is shouting with his mouth open, with text below him.",CHU*@YA HAI!,Are you a fool!,Hindi_image_2348.jpg
Top,"A cartoon character with big, sad eyes and tears, wearing a purple shirt and blue pants, standing on a blurred background.","Kaam hone se
pehli hi sabko
bata deta hoon,
phir woh kaam
hota hi nahin hai!","I tell everyone
about the work even before it's done,
and then that work
never happens!",Hindi_image_404.jpg
Top,Text in black background with white font,"Inka koi galti nahi hai,
THIK HAI?","She made no mistake,
Is that fine?",Hindi_image_1127.jpg
Bottom,A man and a woman standing next to each other. The woman is smiling and the man is looking at the camera with a serious expression and his hand is raised as if to stop someone.,,,Hindi_image_1127.jpg
top left,"Text ""Unofficial Titu Mama"" is written on the left side of the image.",Unofficial Titu Mama,Unofficial Titu Mama,Hindi_image_376.jpg
top right,"Text ""Respected Baba Saheb"" is written on the top right side of the image.",Respected Baba Saheb,Respected Baba Saheb,Hindi_image_376.jpg
bottom,"A man is looking at someone and talking, with text below it.","Ab Government Job usko nahi milega Jo kabil ho
Us ko milega Jispe SC/St Ka certificate Ho","Now government jobs will not be given to the capable
It will be given to those who have SC/ST certificates",Hindi_image_376.jpg
bottom,"A woman in a white dress is looking down at a child, with a serious expression. The text is overlayed at the bottom of the image.",Bade Log chutiya Hote Hain,Big people are idiots,Hindi_image_2374.jpg
Full image,The meme shows a close-up of a young boy's face with a confused and slightly annoyed expression. Text is overlaid on the image.,"No nut november?
bhai ghar mai 2 kilo kaaju
badam pade hai diwali ke
inhe kon khayega fir","No nut november?
Brother, there are 2 kilos of cashews and almonds at home from Diwali.
Who will eat them then?",Hindi_image_438.jpg
Top,,Three Bahubalis of India.,Three Bahubalis of India.,Hindi_image_2189.jpg
Left image,"A portrait of MS Dhoni, an Indian cricketer, wearing a blue jersey with 'INDIA' written on it.",MAHENDRA,MAHENDRA,Hindi_image_2189.jpg
Middle image,"A portrait of Prabhas as Amarendra Baahubali, a character from the movie Baahubali, wearing armor and a crown.",AMRENDRA,AMRENDRA,Hindi_image_2189.jpg
Right image,"A portrait of Narendra Modi, the Prime Minister of India, wearing traditional Indian attire.",NARENDRA,NARENDRA,Hindi_image_2189.jpg
Bottom,The word 'Bahubali' written in a stylized font.,bahubali,bahubali,Hindi_image_2189.jpg
top image,"A cartoon character from Ed, Edd n Eddy is holding a book titled ""Facts of Life"" with a wide smile.","FACTS
of life
DR. KENT wess","FACTS
of life
DR. KENT wess",Hindi_image_1480.jpg
bottom image,The same cartoon character is now holding a piece of paper with text on it and looking at it with an amused expression.,"fuck a girl she'll love u
love A girl she'll fuck u","fuck a girl she'll love u
love A girl she'll fuck u",Hindi_image_1480.jpg
top image,"Portrait of a woman wearing glasses and a blue top, looking at the camera.",My Name Is Mi..,My Name Is Mi..,Hindi_image_1494.jpg
bottom image,"A group of cricketers, including MS Dhoni and Virat Kohli, are smiling and looking animated.",Aha.. Naam Chood.. Game Dikha,Aha.. Name Changed.. Show Game,Hindi_image_1494.jpg
