location,image_description,text,translated_text,id
Top,Gujarati text on a white background.,લખપતી :- સવારે મને જલ્દી ઉઠાડી દેજે.. નાં જાણું તો હલાઇ હલાઇને ઉઠાજબો...,"Lakhpati:- Wake me up early in the morning.. If you don't know, wake me up by shaking me...",Gujarati_image_507.jpg
Middle,Gujarati text on a white background.,જાનુડી:- બસ મારે આજ કામ કરવાનું છે ...,Janudi:- That's all I have to do today...,Gujarati_image_507.jpg
Bottom,Gujarati text and laughing emojis on a white background.,રાત્રે પણ હલાઈ હલાઈને ઉઠાડું અને સવારે પણ હલાઈ હલાઈ ઉઠાઉ બેનચોદ,"I will wake you up by shaking you at night and wake you up by shaking you in the morning, bastard.",Gujarati_image_507.jpg
Bottom,Multiple laughing emojis.,,,Gujarati_image_507.jpg
Top text,,એક કાકાએ ટૂર માટે ટૂર ઓફિસમાં ફોન કર્યો..,An uncle called the tour office for a tour.,Gujarati_image_15.jpg
Middle text part 1,,કાકા: હા હવે સમજાવો,"Uncle: Yes, now explain",Gujarati_image_15.jpg
Middle text part 2,,સામે કોઈ લેડિઝ બોલી : જૂઓ કાકા એક દિવસના બાર હજાર રુપિયા પણ હા દીવસનું જમવાનું તમારી ઉપર,"Someone lady said: Look uncle, even for twelve thousand rupees a day, the food for the day is on you.",Gujarati_image_15.jpg
Middle text part 3,,સમજ્યાં ને ?,Understood?,Gujarati_image_15.jpg
Bottom text,,કાકા: કંઈ વાંધો નઇ પણ રાતનું સુવાનુ તમારી ઉપર,"Uncle: No problem, but sleeping at night is on you.",Gujarati_image_15.jpg
Bottom emoji,Two smiling faces with smiling eyes.,,,Gujarati_image_15.jpg
Top,A yellow circular logo with text GUJJU ROCKS TEAM and a drawing of a hand with a middle finger raised.,GUJJU ROCKS TEAM,GUJJU ROCKS TEAM,Gujarati_image_1146.jpg
Center,"A dark, foggy forest road with trees on the sides. Text is overlaid on the image.","આજે દેખમાં જીવ છે ત્યારે સામે નથી જોતા લોકો, અને જેવો
જીવલો ઉપડી જશે. ફક્ત ઉઠાવી ઉઠાવી ને મોઢું જોશે,
આપણેને ખબરેય નહીં પડે. તેઓ પ્રેમ કરતા હતા કે
""ખતરી.""","Today when there is life, people don't look at the opposite, and when
Jivlo gets up. They will just pick up and look at the face,
We won't even know. They used to love
""Caution.""",Gujarati_image_1146.jpg
Bottom,A road receding into the distance in a foggy forest. Social media icons and text are present.,"O Instagram
Follow me
GujjuRocks","O Instagram
Follow me
GujjuRocks",Gujarati_image_1146.jpg
Center Right,Text written in white on the dark background.,THEGUJJAROCKS,THEGUJJAROCKS,Gujarati_image_1146.jpg
Top text,Yellow text on top of the image reads Gujarati text.,એક કટીંગ યા નાય ચાર ભાગ કરે,One cutting or four parts of tea,Gujarati_image_467.jpg
Center image,A teapot pouring tea into small glasses. There are some food items on the side.,@THEM2DSHOW,@THEM2DSHOW,Gujarati_image_467.jpg
Bottom text,Yellow text on the bottom of the image reads Gujarati text.,એનું નામ ગુજરાતી,Its name is Gujarati,Gujarati_image_467.jpg
Top,Text in Gujarati about boys and girls playing Antakshari,"એક બસમાં છોકરા અને છોકરીઓની ટીમ
અંતાક્ષરી રમતા હતા...",A team of boys and girls in a bus were playing Antakshari...,Gujarati_image_498.jpg
Middle,Dots indicating continuation of the story,,,Gujarati_image_498.jpg
Middle,Text in Gujarati spoken by girls,છોકરીઓ:અમે તમને હરાવીને જ બતાવીશું..,Girls: We will show you by defeating you..,Gujarati_image_498.jpg
Middle,Text in Gujarati indicating a boy spoke,પાછળ બેઠો ભુરો બોલ્યો,The boy sitting behind said,Gujarati_image_498.jpg
Bottom,Text in Gujarati saying they lost and asking what now,અમે હારી ગયા ચાલો હવે બતાવો..,"We lost, now tell us..",Gujarati_image_498.jpg
Bottom,Row of laughing emojis with tongues out,,,Gujarati_image_498.jpg
top,Text in Gujarati script with asterisks on both sides.,રીંગણની વાડી છે*,It's a brinjal farm*,Gujarati_image_1026.jpg
middle,Text in Gujarati script.,દલા ત ૨ વાડી :,Broker's farm :,Gujarati_image_1026.jpg
bottom,"Close-up of a man's face with a smiling expression, with yellow text at the bottom.",It's Free Real Estate,It's Free Real Estate,Gujarati_image_1026.jpg
Top Left,A young woman eating something with her eyes closed.,,,Gujarati_image_659.jpg
Top Right,"Two Indian male celebrities, Shah Rukh Khan and Ajay Devgn, posing for a picture and making a victory sign with their fingers.",,,Gujarati_image_659.jpg
Bottom,A collage of text with two laughing emojis on the sides. The text is in Gujarati.,"આપણું કોઇ માનતું નથી બાકી...
પાણીપુરીમાં કોરોનાની રસી મિક્સ કરો. ફક્ત બે જ દિવસમાં
ગુજરાતની 95% મહિલાઓને રસી મુકાઇ જાય.
અને બાકી ચુનાના પાર્સલમાં કોરોનાની રસી નાખી દયો એટલે
70% પુરુષોમાં રસી મુકાઇ જાય.
આમ ગુજરાતમાં રસીકરણનું કામ પુરું...","Nobody believes us, otherwise...
Mix Corona vaccine in Panipuri. In just two days, 95% of Gujarat's women will be vaccinated. And put the Corona vaccine in the remaining lime parcels and then 70% of men will be vaccinated. Thus, the vaccination work in Gujarat will be completed...",Gujarati_image_659.jpg
image,"A man with a beard, wearing a grey sweater vest over a white collared shirt, is seated and looking to the right with a smile. There is text overlaying the image.","ભાઇબંધુ', 'એને કોઇ દી તને મેસેજ કર્યા' 'એમ પૂછી લીધું","Brothers, 'He messaged you some day' 'He asked like this'",Gujarati_image_881.jpg
Top,Text in Gujarati with a purple gradient background,મિત્ર જ્યારે પ્રગતી કરે ત્યારે ગર્વ થી,"When a friend progresses, proudly",Gujarati_image_1581.jpg
Middle Top,Text in Gujarati with a purple gradient background,કેહજે :- *તે મારો મીત્ર છે*,Say: - *He is my friend*,Gujarati_image_1581.jpg
Middle,Text in Gujarati with a purple gradient background,પણ મુશ્કેલીમાં હોય ત્યારે જરૂર થી,"But when in trouble, definitely",Gujarati_image_1581.jpg
Middle Bottom,Text in Gujarati with a purple gradient background,કહેશો,Say,Gujarati_image_1581.jpg
Bottom Top,Text in Gujarati with a purple gradient background,ચોદીના મને પુછી ને ગાંડ મરાવા ગ્યો,Did he go to have his ass kicked after asking me?,Gujarati_image_1581.jpg
Bottom,Multiple laughing emojis arranged horizontally on a purple gradient background,હોત તો*,If it were*,Gujarati_image_1581.jpg
Bottom,Multiple laughing emojis arranged horizontally on a purple gradient background,,,Gujarati_image_1581.jpg
Top,Text in Gujarati on a dark blue background.,ટીચર : ભાગ્ય શુ છે ?,Teacher: What is luck?,Gujarati_image_1542.jpg
Middle,Text in Gujarati on a dark blue background.,"ભૂરો : સીલ પેક ભોસ
મલવી એજ ભાગ્ય છે હાલ
તો",Bhiro: Getting a sealed pack lover is the luck now,Gujarati_image_1542.jpg
Bottom,Row of laughing emojis on a dark blue background.,,,Gujarati_image_1542.jpg
Top part of the image,"A man wearing a red cap with IPL logo, and a blue jersey, with multiple logos like '1Circle', 'CEAT', 'Punch.ev' and 'TATA NEU' in the background. The man appears to be a cricketer giving an interview.",,,Gujarati_image_856.jpg
Bottom part of the image,"Close up of a man's face, presumably a cricketer, with a red cap and blue jersey. The background shows various logos, including '1Circle' and 'IPL'.",શું બધાને ખબર છે કે છોકરીયોથી દૂર રહું છું,Does everyone know that I stay away from girls,Gujarati_image_856.jpg
Bottom center,Text overlay showing a username handle.,@KAAN_KHAJURO,@KAAN_KHAJURO,Gujarati_image_856.jpg
Top,Green background with Gujarati text,"જે લોકો સાચા પ્રેમ માં ફસાયેલા રહે છે...,","Those who are stuck in true love...,",Gujarati_image_1218.jpg
Middle,Green background with Gujarati text,તેમને જણાવી દઉં કે...,Let me tell them that...,Gujarati_image_1218.jpg
Bottom,Green background with Gujarati text and a cartoon face sticking its tongue out,"જો તમે છોકરીની નહિ મારો, તો એક દિવસ એ તમારી મારી ને જતી રહેશે.","If you don't hit the girl, one day she will hit you and go away.",Gujarati_image_1218.jpg
Bottom,Green background with Gujarati text and a cartoon face sticking its tongue out,Adultગુજરાતી,Adult Gujarati,Gujarati_image_1218.jpg
center,"A group of people in traditional Indian attire are gathered. A man in the center, dressed in a sherwani and dhoti, appears to be a groom. He is holding something in his hands. There are women in saris around him. The scene suggests a wedding or a similar ceremonial event.",એની બુક માંથી મને એક પીનપેજ કાઢી દીધું,He took a page out of his book.,Gujarati_image_852.jpg
bottom center,The watermark text '@KAAN_KHAJURO' is visible.,@KAAN_KHAJURO,@KAAN_KHAJURO,Gujarati_image_852.jpg
center,"A person with a red top is covered in yellow powder, with text overlayed on the image. The person's head is not visible.",guy's AESTHETIC હોળી રમતો,guy's AESTHETIC playing Holi,Gujarati_image_846.jpg
Top Text,Black text on yellow background with the first line of a Hindi poem about eyes and cheeks.,"ये काली-काली आँखें ये
गोरे-गोरे गाल...","These black eyes and
fair cheeks...",Gujarati_image_1220.jpg
Middle Text,"Black text on yellow background with the second line of a Hindi poem, repeating the first line.","ये काली-काली आँखें ये
गोरे-गोरे गाल...","These black eyes and
fair cheeks...",Gujarati_image_1220.jpg
Bottom Text,"Black text on yellow background asking a question about crooked gait, with three laughing emojis.","कहाँ मरवा के आई ?
कि ""टेढ़ी हो गई"" चाल..!!!","Where did you get yourself beaten?
That your gait became ""crooked""..!!!",Gujarati_image_1220.jpg
Bottom Right Corner,Logo text 'AdultGujarati' in white.,Adultગુજરાતી,AdultGujarati,Gujarati_image_1220.jpg
Bottom center,"A man in a plaid shirt and jeans is leaning over, looking down. Another person in a hat and jacket is seated in the foreground, with their back to the camera. The background shows a porch with railing and a dimly lit outdoor setting with mountains in the distance.",ભાઈ તારી વાળી તો અલગ હતી ને ?,"Brother, wasn't yours different?",Gujarati_image_891.jpg
Bottom right,A watermark with text is present in the bottom right corner of the image.,@KAAN_KHAJURO,@KAAN_KHAJURO,Gujarati_image_891.jpg
Top,A person digging a hole with a pickaxe in a dusty environment.,"આધા રયો ભાઇ,","Keep digging, brother,",Gujarati_image_649.jpg
Bottom,"A man digging a hole with a pickaxe, with text overlaid at the bottom.",જીતુભાઇ દ્વારકાવાળા ના પોગ્રામ માં નવા જોક્સ ગોતી લવ,Let's find new jokes for Jitu Bhai Dwarkawala's program.,Gujarati_image_649.jpg
middle,"The image shows a person in a blue shirt and an orange cap from behind, looking distressed. The text is overlaid on their back.",SHE :- ખોટા કેસ માં ફસવાનું કારણ ?,SHE:- Reason for getting trapped in a false case?,Gujarati_image_885.jpg
bottom,The image contains a watermark with the username '@KAAN_KHAJURO'.,@KAAN_KHAJURO,@KAAN_KHAJURO,Gujarati_image_885.jpg
top right,"Text in yellow on the top right corner of the image, which says ""Videshigamfio""",વિદેશીગામડિયો,Foreign Gamfio,Gujarati_image_107.jpg
center,"A drawing of a sad man with headphones on, sitting inside a train.","મહોબ્બત ના થાય તો કેશ
કર મારા પર
મુદતે મુદતે મળશું તો ખરા","If love doesn't happen, sue me
Face me
We will meet eventually",Gujarati_image_107.jpg
Top left,A man in a white kurta is looking to the left with a confused expression.,સરકાર,Government,Gujarati_image_488.jpg
Middle,A man in a pink t-shirt is looking at the person on the right with a dismissive expression and his hand raised.,જનતા,Public,Gujarati_image_488.jpg
Top right,A man wearing glasses and a white shirt is looking at the man in the pink t-shirt.,દિવ્ય ભાસ્કર,Divya Bhaskar,Gujarati_image_488.jpg
Bottom,Text overlay on the bottom of the image.,Aap kuch bhi bolo ye nahi sunne wala,"You can say anything, this one won't listen",Gujarati_image_488.jpg
Top,Green background with Gujarati text.,"બૈરું તો એવું હોવું જોઈએ,","A wife should be such,",Gujarati_image_1036.jpg
Middle,Green background with Gujarati text.,"કે જે ઝઘડો થાય તોY એમ કહે
કેટલા ટાઈમ સુધી મો લટકાર્ઈ ને
બેસી રેહશો,","that if there is a fight, she says ""Y, how long will you sit
with your mouth hanging,""",Gujarati_image_1036.jpg
Bottom,Green background with Gujarati text and emojis. Emojis include a winking face with tongue sticking out and a face with tears of joy.,"હવે તો છોકરા પણ ઊંધી ગયા
છે. 😜😂","Now even the boys have turned upside down.
😜😂",Gujarati_image_1036.jpg
Bottommost,Green background with large text in Gujarati and English and a winking face emoji.,Adultગુજરાતી 😜,AdultGujarati 😜,Gujarati_image_1036.jpg
Top Left,"A logo with Gujarati text ""ફક્ત પુરુષો માટે"" which translates to ""For Men Only"".","ફક્ત
પુરુષો
માટે","For
Men
Only",Gujarati_image_1022.jpg
Top Right,"A sign with Gujarati text ""બીપીન
કાતર
વાળા"" which translates to ""Bipin
Shearer
Owner"".","બીપીન
કાતર
વાળા","Bipin
Shearer
Owner",Gujarati_image_1022.jpg
Center,A woman in a barber's uniform is cutting a man's hair. The man is sitting in a barber's chair and has his back to the camera.,"ધીમેથી બરાક બચ્ચન સરના પોસ્ટર બાજુ

કોક ઠેંથી કરીએ અને બિપિન કાતર વાળા

એક જ ઝાટકમાં પાછી નીચે કરી દે

ત્યારે સાલું લાગે કે દુનિયામાં

આપણી કોઈ ઈજ્જત જ નથી હો..","Slowly, near the poster of Amitabh Bachchan,

Let's do something and Bipin the shearer

In one go, he pulls it down again.

Then it feels like in the world

We have no respect at all..",Gujarati_image_1022.jpg
Bottom Right,A crying smiley face emoji.,,null,Gujarati_image_1022.jpg
Bottom Left,A crying smiley face emoji.,,null,Gujarati_image_1022.jpg
Top,"Close-up of a drawing of a person's face, expressing a somewhat anxious or concerned look, with text above.","ના ભાઈ, પૈસા તો નથી","No brother, not money",Gujarati_image_477.jpg
Bottom,"Close-up of the same drawing of a person's face, with text below.",રૂપિયા જોઈતા હોય તો કે,"If you need rupees, say so",Gujarati_image_477.jpg
1,Text in Gujarati about a teacher asking students to draw a picture.,સાહેબે વિદ્યાર્થીઓ ને ચુત નુ,The teacher asked the students to draw a picture of their choice.,Gujarati_image_463.jpg
2,Continuation of the story in Gujarati. All students started drawing.,ચિત્ર દોરવાનુ કિધુ.,drawing.,Gujarati_image_463.jpg
3,Continuation of the story in Gujarati. All students started drawing.,બધા વિદ્યાર્થીઓ દોરવા લાગ્યા.,All the students started drawing.,Gujarati_image_463.jpg
4,Continuation of the story in Gujarati. A girl lifted her top to look.,ત્યા એક છોકરી ટોપ ઊંચુ કરી ને,Then a girl lifted her top and,Gujarati_image_463.jpg
5,Continuation of the story in Gujarati. The girl started looking.,જોવા લાગી.,started looking.,Gujarati_image_463.jpg
6,"Continuation of the story in Gujarati. The student next to her said, 'Sir, look...'.",ત્યા બાજુનો વિદ્યાર્થી: સર અને,Then the student next to her said: Sir and,Gujarati_image_463.jpg
7,"Continuation of the story in Gujarati. The student said, 'Look Navneet is lying.'",જુઓ નવનિત ખોલી.,"look, Navneet is lying.",Gujarati_image_463.jpg
8,A row of happy and laughing smiley faces.,,null,Gujarati_image_463.jpg
9,"A second row of happy and laughing smiley faces, with slightly different expressions.",,null,Gujarati_image_463.jpg
Top,Text in Gujarati with bold letters.,"ભારત માં જેને ઠગા નો ઠ એ ના આવડતો હોય,","One who does not know how to cheat in India,",Gujarati_image_1142.jpg
Middle,"Text in Gujarati with bold letters, some part in English.","એ પણ ગૂગલ પર જઈને ""Porn"" નો સ્પેલિંગ તો","Even they go to Google and type the spelling of ""Porn"",",Gujarati_image_1142.jpg
Bottom,"Text in Gujarati and English, with a laughing emoji.",complte જ લખી લે છે.😂,just type complte.😂,Gujarati_image_1142.jpg
Bottom text,Yellow text on a white background.,Adult Gujarati,Adult Gujarati,Gujarati_image_1142.jpg
Top,,મુકો :- મસા ની દવા આપો ને..,Muko: Give me medicine for hemorrhoids.,Gujarati_image_39.jpg
Top right,,"ડોક્ટર :- આ દવા ગાંડ થી ગોટા સુધી ના ભાગ ઉપર લગાડજો,","Doctor: Apply this medicine from the testicles to the anus,",Gujarati_image_39.jpg
Middle top,,મુકો :- ગોટા ના હોઈ તો ??,Muko: What if I don't have testicles? ??,Gujarati_image_39.jpg
Middle,,"ડોક્ટર :- લંડ સુધી લગાડજો,","Doctor: Apply it up to the penis,",Gujarati_image_39.jpg
Middle bottom,,મુકો:- લંડ પણ ના હોઈ તો ??,Muko: What if I don't have a penis either? ??,Gujarati_image_39.jpg
Bottom top,An emoji with angry eyes and a devilish grin.,ડોક્ટર :- ભોસડીના મગજ ની માં યોદવા આવ્યો છો ???,Doctor: Are you here to fuck your mother's brain???,Gujarati_image_39.jpg
Bottom,Three laughing emojis.,"મુકો :- ચૂતમારીના,મસા મારી સાસુ ને છે...� � �","Muko: Fuck you, my mother-in-law has hemorrhoids...",Gujarati_image_39.jpg
Top,Text in Gujarati on a black background.,છોકરો: ટીચર તમારા તાજમહેલ,Boy: Teacher your Taj Mahal,Gujarati_image_1618.jpg
Middle Top,Text in Gujarati on a black background.,દેખાય છે.,is visible.,Gujarati_image_1618.jpg
Middle,Text in Gujarati on a black background.,ટીચર: જોવા મળે છે તો શાંતી,"Teacher: If you can see it, then peacefully",Gujarati_image_1618.jpg
Middle Bottom,Text in Gujarati on a black background.,થી જાઓ ને,go.,Gujarati_image_1618.jpg
Bottom Top,Text in Gujarati on a black background.,છોકરો: પણ તમારા તાજમહેલ,Boy: But your Taj Mahal,Gujarati_image_1618.jpg
Bottom Middle,Text in Gujarati on a black background.,જોય ને અમારા કુતુબમીનાર,Seeing our Qutub Minar,Gujarati_image_1618.jpg
Bottom,Text in Gujarati on a black background.,ઉભો થાય એનું શું??,"If it stands up, what then??",Gujarati_image_1618.jpg
Top,Green background with Gujarati text in black.,એવી છોકરીનું દિલ ક્યારેય તોડશો નહીં,Never break the heart of a girl,Gujarati_image_1195.jpg
Middle,Green background with Gujarati text in black. The text continues the previous sentence.,જે બિચારી રૂમમાં ગાદલું ન હોય તોય,"Who, even if she doesn't have a mattress in her room,",Gujarati_image_1195.jpg
Bottom,Green background with Gujarati text in black. The text continues the previous sentence.,નીચે જમીન પર ઢોકવા તૈયાર થઈ જાય.,Is ready to lie down on the floor.,Gujarati_image_1195.jpg
Bottom,"Below the text, there are several laughing emojis. The text 'Adultગુજરાતી' is present at the bottom.",Adultગુજરાતી,Adult Gujarati,Gujarati_image_1195.jpg
Top,Text with emojis over a blue grid background.,Big confusion 🫣 when Gujarati girlfriend sends a msg in morning......,Big confusion when Gujarati girlfriend sends a msg in morning......,Gujarati_image_9.jpg
Middle,Text with question marks over a blue grid background.,""" Uthyo K Nai "" ???","""Have you woken up or not?"" ???",Gujarati_image_9.jpg
Bottom,Three yellow emojis with expressive faces arranged horizontally.,,,Gujarati_image_9.jpg
Top,Text in Gujarati with a heading and a quote.,"એક છોકરો છોકરીની બ્રા માં હાથ નાખીને કહે,","A boy puts his hand in a girl's bra and says,",Gujarati_image_503.jpg
Middle,Text in Gujarati asking a question.,જાનું તારા બુબ્સ કેમ આટલા બધા ઢીલા થઈ ગયા છે...?!,"Darling, why have your breasts become so loose...?!",Gujarati_image_503.jpg
Bottom,Text in Gujarati with three laughing emojis at the end.,"છોકરી : નાગીના, છેલ્લા દોઢ વર્ષથી રોટલીનો લોટ બાંધતો હોય એવા રગેશ ને હ્વે ઢીલા લાગે છે..!!🤣🤣😂","Girl: Like Nagin, like someone who has been kneading dough for the last year and a half, the muscles feel loose now..!!🤣🤣😂",Gujarati_image_503.jpg
Top,Pink background with white text. The text is a conversation between a mother-in-law and a daughter-in-law.,સાસુ:-(વહુ ને)કેમ હમણાં થી ઘર શર્ટ અને ટી-શર્ટ પહેરે છે મર્યાદા,"Mother-in-law: (To daughter-in-law) Why have you been wearing shirts and t-shirts at home these days, showing disrespect?",Gujarati_image_517.jpg
Middle top,Pink background with white text. The text continues the conversation.,નેવે મૂકી દીધી કે શું?,Have you thrown caution to the wind or what?,Gujarati_image_517.jpg
Middle,Pink background with white text. The text continues the conversation.,વહુ:-તમે તમારા દિકરા ને નાનપણમાં ઘવડાવીયો નથી લાગતો,Daughter-in-law: You didn't breastfeed your son when he was young,Gujarati_image_517.jpg
Middle center,Pink background with white text. The text continues the conversation.,સાસુ:-કેમ?,Mother-in-law: Why?,Gujarati_image_517.jpg
Middle bottom,Pink background with white text. The text continues the conversation.,વહુ:-રોજ રાતે નખોદીયા એ કલાક કલાક સુધી મારા **બલા યુસી યુસી મોટા કરી દીધા એટલે બ્લાઉઝ બધા ફીટ પડે છે,"Daughter-in-law: Every night, I used to suck and suck and make them bigger for an hour, so all the blouses fit.",Gujarati_image_517.jpg
Bottom,"A row of cartoon smiley faces with different expressions, some laughing hysterically, some sticking out their tongues, and some with crossed eyes.",,,Gujarati_image_517.jpg
Top,Text in Gujarati with emojis. First line reads 'When any water fairy 🧚‍♀️ gets a new scooter 🛵'. Second line reads 'happens...'. Third line reads 'Me 😳😳 and my friends 😳😳😳:'.,જ્યારે કોઈ પાણીની પરી 🧚 નવી સ્કુટી 🛵,When any water fairy 🧚‍♀️ gets a new scooter 🛵,Gujarati_image_271.jpg
Top,Text in Gujarati with emojis. First line reads 'When any water fairy 🧚‍♀️ gets a new scooter 🛵'. Second line reads 'happens...'. Third line reads 'Me 😳😳 and my friends 😳😳😳:'.,લઈને આવે ત્યારે ...,happens...,Gujarati_image_271.jpg
Top,Text in Gujarati with emojis. First line reads 'When any water fairy 🧚‍♀️ gets a new scooter 🛵'. Second line reads 'happens...'. Third line reads 'Me 😳😳 and my friends 😳😳😳:'.,હું 😳😳 અને મારા મિત્રો 😳😳😳:,Me 😳😳 and my friends 😳😳😳:,Gujarati_image_271.jpg
Bottom,"A group of men are precariously perched on a building facade, trying to escape a bull. One man is attempting to climb through a window, while others are clinging to ledges and windowsills. The bull is at the bottom of the image, looking up at them.",,,Gujarati_image_271.jpg
Top,The text is in Gujarati and talks about wedding events.,"લગન માં બાયું એકબીજા ની
સાડી ને જોઈને બખતરા કરે
અને ભાઈઓ એકબીજા ની
લાડી ને જોઈને બખતરા કરે...","In weddings, women criticize each other by looking at sarees,
and brothers criticize each other by looking at the bride...",Gujarati_image_1426.jpg
Bottom Right,"A cartoon hippopotamus character in a red and yellow dress, sitting and looking distressed.",,,Gujarati_image_1426.jpg
Top,Purple background with text in Gujarati.,ટીચર: દિલ્હીમાં કુતુબ મિનાર છે...,Teacher: There is Qutub Minar in Delhi...,Gujarati_image_932.jpg
Middle,Purple background with text in Gujarati.,"ભગો ક્લાસમાં ઊંઘી રહ્યો હતો.
ટીચરે તેને ઉઠાડયો અને પૂછ્યું:",Bhago was sleeping in class. The teacher woke him up and asked:,Gujarati_image_932.jpg
Middle-Bottom,Purple background with text in Gujarati.,"બોલ તો, મેં હમણાં શું કહ્યું હતું? ..","Tell me, what did I just say? ..",Gujarati_image_932.jpg
Bottom,Purple background with text in Gujarati and multiple emojis.,ભગો: દિલ્હીમાં કૂતરો બીમાર છે...,Bhago: A dog is sick in Delhi...,Gujarati_image_932.jpg
Top,"Text at the top of the image, in Gujarati.",પતિ વાળ કપાવીને ઘરે આવ્યો:,Husband came home after cutting his hair:,Gujarati_image_1397.jpg
Middle,"Text in the middle of the image, in Gujarati, with smiley faces above.","પતિ: જોયું ડાર્લિંગ, હું લાગુ છું ને હવે તારા કરતાં પણ ૧૦ વર્ષ નાનો?","Husband: See darling, don't I look 10 years younger than you now?",Gujarati_image_1397.jpg
Bottom,"Text at the bottom of the image, in Gujarati, with smiley faces above and a username below.","પત્ની: આજેઆખો ટકો જ કરાવી નાખવો તો ને, હમણાં જ જન્મ્યા હોય એમ લાગત...","Wife: You should get your whole body shaved today, it feels like you were just born...",Gujarati_image_1397.jpg
Top,"Text overlay on a picture of two men. The text is in Gujarati and discusses death, rebirth, and Shiva.","7 મિનિટમાં મોત અને પછી પુનર્જન્મ, શિવને પરલોકમાં દેખાચા ચંદ્ર અને ઉલ્કાપિંડ, ગજબ છે કહાની !","Death in 7 minutes and then rebirth, saw the moon and meteorites in heaven with Shiva, what a story!",Gujarati_image_729.jpg
Center,"A split image showing two portraits of the same man. The man on the left is smiling broadly, while the man on the right has a neutral expression.",/GujjuRocks,/GujjuRocks,Gujarati_image_729.jpg
Bottom,"The text discusses the experience of British actor Shiv Grewal, who claimed to have died for 7 minutes and experienced rebirth. He described seeing the moon and meteorites in heaven and feeling disconnected from his body. He also mentioned not feeling physical pain and experiencing emptiness, and that he could have gone anywhere. He recounted an incident from 10 years ago when Shiva had a cardiac arrest.","ભારતીય મૂળના બ્રિટિશ સ્ટેજ અભિનેતા શિવ ગ્રેવાલનો દાવો છે કે તેણે મૃત્યુ પછી સ્વર્ગ જોયું. તેને કહ્યું કે, ""હું કોઈક રીતે જાણતો હતો કે હું મરી ગયો હતો. મને લાગ્યું કે વસ્તઓ મારા શરીરથી સંપૂર્ણપણે અલગ છે. એવું લાગતું હતું કે હું શૂન્યતામાં હતો પણ લાગણીઓ અને સંવેદનાઓને અનુભવી શકતો હતો. મારી પાસે આવું શરીર નહોતું. મને લાગે છે કે તે પાણીમાં તરવા જેવું હતું. તમે જરાય બોજ અનુભવતા નથી અને ભૌતિક જગતથી અળગા છો. એકવાર હું ચંદ્ર પર મુસાફરી કરી રહ્યો હતો. હું ઉલ્કાઓ અને બધી જગ્યાઈ જોઈ શકતો હતો.' આ ઘટના 10 વર્ષ પહેલની છે, જ્યારે શિવને કાર્ડિયાક અરેસ્ટ આવ્યો હતો!","Indian-origin British stage actor Shiv Grewal claims he saw heaven after death. He said, ""Somehow I knew I was dead. I felt things were completely separate from my body. It felt like I was in emptiness but could feel emotions and sensations. I didn't have such a body. I feel it was like floating in water. You don't feel any burden and are detached from the material world. Once I was traveling on the moon. I could see meteorites and everything.' This incident happened 10 years ago, when Shiv had a cardiac arrest!",Gujarati_image_729.jpg
Top,A photo with Gujarati text on top and a picture of people crowding around someone crying.,"મૃતકોના પરિવારજનોએ મંત્રી ઋષિકેશ પટેલને કહ્યું ""અમારે
વળતરની જરૂર નથી, અમે સરકારને 5 ના બદલે 8 લાખ આપીએ,
અમારે પૈસાની તાણ નથી, કોઈપણ હિસાબે ન્યાય આપો !""","The deceased's family told Minister Rishikesh Patel, ""We don't need compensation, we will accept 8 lakh instead of 5 lakh from the government,
We are not short of money, give us justice in any case!""",Gujarati_image_701.jpg
Bottom,A man in a black t-shirt is being comforted by another person while a police officer and other people look on. There is a logo that says GUJJU ROCKS TEAM.,"ઈસ્કોન બ્રિજ પર થયેલા ગોઝારા અકસ્માતમાં મોરતને ભેટ્યા લોકોના પરિવારજનોએ
મંત્રી ઋષિકેશ પટેલને બે હાથ જોડીને ન્યાયની માંગણી કરતા કહ્યું, ""અમારી એટલી જ
માગ છે કે કોઈ પણ હિસાબે અમને અમારો ન્યાય મળવો જોઈએ. વળતરની અમારે
જરૂર નથી, અમે સરકારને ફંડ આપવા તૈયારી છીયે. પાંચ નહિ આઠ લાખ આપવા
તૈયાર છીયે. અમે પૈસાના ભુખ્યા નથી, પૈસા ભોગી નથી, પૈસાનો પાવર અમારે
બિલકુલ નથી અને અમારે પૈસાની તાણ નથી. અમને તો ન્યાય જ જોઈએ !""","The families of those who died in the Iscon bridge accident met and told Minister Rishikesh Patel with folded hands, ""Our only
demand is that we should get our justice in any case. We don't need
compensation, we are ready to give funds to the government. We are ready to give eight lakh instead of five lakh. We are not hungry for money, not greedy for money, we do not have the power of money at all and we are not short of money. We just want justice!""",Gujarati_image_701.jpg
Top,"Text in Gujarati language on a black background, presenting a conversation between GF and BF.","GF:- હું કેવી લાગુ છું
BF:- સુંદર","GF: - How do I look?
BF: - Beautiful",Gujarati_image_1396.jpg
Middle,"Text in Gujarati language on a black background, continuing a conversation.","GF:- સરખું કે ને
BF:- અતિસુંદર","GF: - Is it okay?
BF: - Very beautiful",Gujarati_image_1396.jpg
Lower Middle,"Text in Gujarati language on a black background, continuing the conversation.",GF:- એમ નહિ સાચું કે,GF: - Say it truthfully,Gujarati_image_1396.jpg
Bottom,Text in Gujarati language followed by four laughing emojis.,"BF:- આ જ મારો
ઉભો થઈ ગયો","BF: - This is why mine
stood up",Gujarati_image_1396.jpg
